ticker,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,Cat10,,,,,,,,
AAPL,,0.755639969,0.754183088,0.752447177,0.749432812,0.746344898,0.742328509,0.738774194,0.735872428,0.733072746,0.729575234,0.726895819,0.72429554,0.72224056,0.720346706,0.718425604,0.716160367,0.713689745,0.710570469,0.706962501,0.702724882,0.698130144,0.693442459,0.688052333,0.68253205,0.677080704,0.670869019,0.6649476,0.658468755,0.651575054,0.645738164,0.640528329,0.636101473,0.631872276,0.628441231,0.625131426,0.62227984,0.618373001,0.615235443,0.612301755,0.607801665,0.603810932,0.598571208,0.593081686,0.586331446,0.580781143,0.574874003,0.569328099,0.563435092,0.55703514,0.550930544,0.545842385,0.540195907,0.535513698,0.528587722,0.52262418,0.51460013,0.505809129,0.497926431,0.489985344,0.483480987,0.477432027,0.470644802,0.464799139,0.45922292,0.456351941,0.454183161,0.452044367,0.449401069,0.445945375,0.442165459,0.439669049,0.437602402,0.433064929,0.430219004,0.428263964,0.425509791,0.422340184,0.418123202,0.413752551,0.409930053,0.406501626,0.40156596,0.397972403,0.396175668,0.392178863,0.386778399,0.379428115,0.37403459,0.369854384,0.366741728,0.364455178,0.363290306,0.363169615,0.364587906,0.362288673,0.356108674,0.346983339,0.344664254,0.33991001,0.335683611,0.330613636,0.32604123,0.318644048,0.309263799,0.300193817,0.292562374,0.285499886,0.282805707,0.269929163,0.252739521,0.241393679,0.214475498,0.195823809,0.156788191,0.122759689,0.12091658,0.091402066,0.042947095,,,,1.220364167,1.306767975,1.5478987,1.790313846,1.866558666,1.825490988,1.893450853,2.010737885,2.127127107,2.230416396,2.257132069,2.292052644,2.296031789,2.318453622,2.366901028,2.421359261,2.456190817,2.470578302,2.477276719,2.467365037,2.474517479,2.467391828,2.452766336,2.443880839,2.430180264,2.420868219,2.418045423,2.423388865,2.426346686,2.424899646,2.428580177,2.430088032,2.447744998,2.44943202,2.472150301,2.481859352,2.48780844,2.49971506,2.514712328,2.515907137,2.512873624,2.503451733,2.494289411,2.48899471,2.476982597,2.46501955,2.454250024,2.441856748,2.433707946,2.424215051,2.420495988,2.417930948,2.410739941,2.407460346,2.400573018,2.393208292,2.387212165,2.380681396,2.377801013,2.374557978,2.369679394,2.36982138,2.368652876,2.369765772,2.369438374,2.367561693,2.364975737,2.36248389,2.362980955,2.361542921,2.362364592,2.362427289,2.365464126,2.36761288,2.372992072,2.379729628,2.385601087,2.392058191,2.398267052,2.405465357,2.411698168,2.415130338,2.42167705,2.430612506,2.443866749,2.457512472,2.470198951,2.481092401,2.487779021,2.493665346,2.49822288,2.502707243,2.506425143,2.508674235,2.510055117,2.511705738,2.515322272,2.517891341,2.518838507,2.520720916,2.522564017,2.527030158,2.531098178,2.53425742,2.537270607,2.541741185,2.544381767,2.544628728,2.547927886,2.550243084,2.551523535,2.553011639,2.55824333,2.565936342,2.575733926,2.581216684,2.586992559,2.58932637,,119,after,,,,,,,
AMAT,,0.046982598,0.04658173,0.046229416,0.045885851,0.045441352,0.045002547,0.044518161,0.044061624,0.043615779,0.043097715,0.042655876,0.042243596,0.041788896,0.041338678,0.040877739,0.040485987,0.040224158,0.039958661,0.039668699,0.03947179,0.039255058,0.039026809,0.038825654,0.038606233,0.038375768,0.038149878,0.03790034,0.037725228,0.037610891,0.03745781,0.037274513,0.037050085,0.036906704,0.036780753,0.036531192,0.036295428,0.036121338,0.035948707,0.035734666,0.035471383,0.035232074,0.035023953,0.034868751,0.034782013,0.034732175,0.03455877,0.03447526,0.034380321,0.034221579,0.034069245,0.033942848,0.033848762,0.03376505,0.033598428,0.033433068,0.033235629,0.033021904,0.032817407,0.032464408,0.032092801,0.031726847,0.031425474,0.031223976,0.030995616,0.030760478,0.030562314,0.030314499,0.030041078,0.029846531,0.029635795,0.029338116,0.029051806,0.028857217,0.02851357,0.028121528,0.027840895,0.027518422,0.027051023,0.026662441,0.026289934,0.025860887,0.025549147,0.025250194,0.024936961,0.024433269,0.023941524,0.023400282,0.022853112,0.022259024,0.021604025,0.021263935,0.020765249,0.020423566,0.020047999,0.019935104,0.019647966,0.019251448,0.018934818,0.018435915,0.017785346,0.017047232,0.016597177,0.015912507,0.015395268,0.015053081,0.014570573,0.014023053,0.013418649,0.012941283,0.012908293,0.012495444,0.012155129,0.011645241,0.011424704,0.011405681,0.009505653,0.00869469,0.004552421,,,,0.02602153,0.022477441,0.024176958,0.024374947,0.027967405,0.031225375,0.032694049,0.032972643,0.033628381,0.034001964,0.034256692,0.034667544,0.034974329,0.034968133,0.034896215,0.0353015,0.035865221,0.035787338,0.035765357,0.035995537,0.036210392,0.036601723,0.036602149,0.036696884,0.036660581,0.036783554,0.036761227,0.036780952,0.036889463,0.037291074,0.037635213,0.037787076,0.03798646,0.038326226,0.038760039,0.039395677,0.039990674,0.040483939,0.041330435,0.042070059,0.042702703,0.043244828,0.043732073,0.04433647,0.044725382,0.045088772,0.045427614,0.045774507,0.046242908,0.046591266,0.04699628,0.047310783,0.047623639,0.047857862,0.048066736,0.04823099,0.048408924,0.048591652,0.048761856,0.048890226,0.048940682,0.049007512,0.049076243,0.049155782,0.049266474,0.049444829,0.049624164,0.049750303,0.0499223,0.050038662,0.050102729,0.050121836,0.050114679,0.050082281,0.050054789,0.05003501,0.050006486,0.05001685,0.050043164,0.05016462,0.050298573,0.050423943,0.050538109,0.050638813,0.050825015,0.050962839,0.051103174,0.051227569,0.051324933,0.051381399,0.051438396,0.051542615,0.051669271,0.051831076,0.052025631,0.052198026,0.052314718,0.052460906,0.052620959,0.052757925,0.052890317,0.053051239,0.053198302,0.053332446,0.053468219,0.05355051,0.053615478,0.053703586,0.053792161,0.053897731,0.054006435,0.054079702,0.054151114,0.054232419,0.0542644,0.054285922,0.054307103,0.054386122,,119,after,,,before,13,,,13.37142857
AMD,,0.031583433,0.031491155,0.031411473,0.031289719,0.031148818,0.031013085,0.030876372,0.030738357,0.03060862,0.030508615,0.030424384,0.030368127,0.030273584,0.030172318,0.030099906,0.030011112,0.029894457,0.029730496,0.029568977,0.029386725,0.029180387,0.028959593,0.028769022,0.028546452,0.028351731,0.028154007,0.027951471,0.027763904,0.02756671,0.027407341,0.027243715,0.027090068,0.026891055,0.026705625,0.026488387,0.026241403,0.026001316,0.025795797,0.025622986,0.025434122,0.025243982,0.025077546,0.024911945,0.024816698,0.024690694,0.024583111,0.02450067,0.024448368,0.024391871,0.024323676,0.024252955,0.024194266,0.024152413,0.024057378,0.023953009,0.023871895,0.02377333,0.023663013,0.023568624,0.023503258,0.023447529,0.02332376,0.023176449,0.023103504,0.02297906,0.022920788,0.022846799,0.022726904,0.022635616,0.022519801,0.022359143,0.022162281,0.022054906,0.02193967,0.021739706,0.021446797,0.021125365,0.020909768,0.020670078,0.020426267,0.020207426,0.019961073,0.019678253,0.019365057,0.019014166,0.018567835,0.018294685,0.017907921,0.017636899,0.017221045,0.016596098,0.015995495,0.015479121,0.015054836,0.014610612,0.014049664,0.013194881,0.012578441,0.011885252,0.011488902,0.011321223,0.011093015,0.010794855,0.010348924,0.009530644,0.008768552,0.00823404,0.007968324,0.00789027,0.007632445,0.007593547,0.007435182,0.007325747,0.007194713,0.00731925,0.006909797,0.006494444,0.003313759,,,,0.01379742,0.022351823,0.024663561,0.025365824,0.025538408,0.025850693,0.027668643,0.028750603,0.028823668,0.030654334,0.031815054,0.032296933,0.033489268,0.03495927,0.036212293,0.0385855,0.040342617,0.041296589,0.042235094,0.043501345,0.044436181,0.044641214,0.044796977,0.044734009,0.044358982,0.044212109,0.044334707,0.044421608,0.04482465,0.045239998,0.045523196,0.045694341,0.045749732,0.046213594,0.046787836,0.047090407,0.047394299,0.047420548,0.04751621,0.047611631,0.047765703,0.047918987,0.047988177,0.048049429,0.048020702,0.047973606,0.048057831,0.048207967,0.048255471,0.048228788,0.048370809,0.048505712,0.048624878,0.048717976,0.048788948,0.048943774,0.049088239,0.049218913,0.049318452,0.049397399,0.04944699,0.049522916,0.049614625,0.049683506,0.049775447,0.049820504,0.049918944,0.050061065,0.050314664,0.050836209,0.051232646,0.051475567,0.051532413,0.051570993,0.051716327,0.051805686,0.051846499,0.051913243,0.052107667,0.052302214,0.052547061,0.052738814,0.052865193,0.053271496,0.053595397,0.053962125,0.054256548,0.054653264,0.055008055,0.055248764,0.055512142,0.055740952,0.05590971,0.0560819,0.056217321,0.056326294,0.056422529,0.056495201,0.056658511,0.05678447,0.05691321,0.056992967,0.057072036,0.057172406,0.057277189,0.057395658,0.057503015,0.057629724,0.057761699,0.057870131,0.058027194,0.058132871,0.058251499,0.058402874,0.058643344,0.05880893,0.05901643,0.059216042,,119,after,,,after,39,,,38.62857143
BP,,0.088057737,0.087392582,0.086671467,0.085834068,0.085030653,0.084266449,0.083578487,0.083032135,0.082338289,0.081613178,0.080875607,0.080240939,0.079607408,0.079073242,0.078547853,0.077928998,0.077274587,0.076593089,0.075855502,0.07506681,0.074240107,0.07344307,0.072603742,0.071663459,0.070471398,0.069167595,0.067635138,0.065913161,0.063934224,0.061328446,0.06107323,0.060745427,0.06045399,0.06018465,0.059988744,0.059852172,0.05972822,0.059601035,0.059422185,0.059149722,0.058922402,0.058666538,0.058461699,0.058308361,0.058293962,0.058196335,0.058098008,0.057939638,0.057760127,0.057610841,0.057398137,0.057149186,0.056733021,0.056261487,0.055829825,0.055485101,0.054916818,0.054418438,0.053793169,0.052990382,0.052363177,0.051704782,0.050848157,0.05003442,0.049320482,0.048891978,0.048508312,0.048068156,0.047647144,0.04722398,0.046711172,0.046308634,0.045886572,0.045537939,0.045117525,0.044744109,0.044287458,0.04374765,0.043242182,0.042589642,0.041778826,0.041125793,0.040556199,0.039886686,0.0392888,0.038463974,0.037554517,0.036947165,0.036741366,0.036279089,0.035860474,0.035158213,0.034044097,0.032970372,0.032243103,0.030863491,0.029213553,0.028441829,0.027954517,0.02763998,0.027573453,0.026849826,0.026274552,0.025652278,0.024890059,0.024561096,0.024153186,0.023048194,0.021823019,0.021110047,0.020064804,0.019764353,0.019533427,0.018717127,0.018172292,0.017131604,0.015113534,0.009453133,,,,0.041860721,0.035385102,0.036751526,0.040101843,0.04385685,0.052285384,0.054671884,0.055711479,0.054975413,0.054788786,0.053353793,0.053317881,0.053912066,0.055255914,0.057300009,0.059017289,0.06130734,0.063799745,0.066052619,0.067783835,0.069137798,0.070231775,0.070285341,0.070465921,0.071509507,0.072990671,0.074456467,0.074919563,0.075479115,0.07615408,0.076846858,0.077777372,0.079105961,0.079852384,0.080883734,0.082120485,0.083509758,0.084216754,0.085377268,0.086236851,0.08663348,0.086867798,0.087041634,0.087583147,0.088240853,0.089201338,0.090587189,0.091456703,0.092895931,0.094305741,0.095643064,0.095966827,0.095970635,0.095743131,0.095497373,0.095284943,0.094959609,0.094612195,0.094242883,0.094043669,0.093723808,0.093411523,0.093057401,0.092643182,0.092117768,0.091623867,0.09104053,0.09049959,0.089926871,0.08937853,0.088813562,0.088276263,0.087763035,0.08738112,0.087048054,0.086733138,0.086509925,0.086346934,0.086373975,0.086535486,0.086705447,0.086799095,0.086883779,0.086924753,0.086904256,0.086848361,0.086820022,0.086783447,0.086801992,0.086883887,0.086856048,0.086816685,0.086775478,0.086752921,0.086677734,0.086545619,0.086393354,0.086294397,0.086164537,0.086041212,0.086027774,0.0859751,0.085936658,0.085912029,0.085867944,0.086006696,0.086160295,0.086421116,0.086697644,0.086916845,0.087216495,0.087531554,0.087816837,0.088189129,0.088796176,0.089588689,0.090320179,0.090930486,,54,after,,,,,,,
BRCD,,0.023783426,0.023697478,0.023606566,0.023489726,0.023356457,0.023179107,0.023069384,0.023009939,0.022978169,0.022971836,0.022950713,0.022879679,0.02278165,0.022706241,0.022649268,0.022587067,0.022512819,0.022391332,0.022287815,0.022147822,0.02199078,0.02190812,0.021843073,0.021731788,0.021625453,0.021545527,0.021438153,0.021316227,0.02119473,0.021090508,0.020933725,0.020792583,0.020704482,0.020573335,0.020458019,0.020352681,0.020213899,0.020069505,0.019951922,0.019831319,0.019693901,0.019537626,0.019341988,0.019200905,0.019008216,0.018833011,0.018658305,0.018525771,0.018392417,0.018236376,0.018080956,0.017909263,0.017719859,0.017493688,0.017364209,0.01720455,0.017022932,0.016881959,0.016743067,0.01658718,0.016443645,0.016301654,0.016142691,0.016068664,0.01601135,0.015980083,0.015873459,0.015733018,0.015553109,0.015431945,0.015213626,0.015005306,0.014857497,0.014625939,0.014259388,0.013867592,0.013512116,0.0131665,0.012924389,0.01273672,0.012610601,0.01243031,0.012393973,0.012347201,0.012266814,0.012164918,0.012055214,0.011948868,0.011817641,0.011623461,0.011375404,0.011127861,0.010800579,0.010583387,0.01034452,0.009929795,0.009747415,0.009455514,0.009239473,0.009251785,0.009076213,0.008970325,0.008901172,0.008879578,0.008802609,0.008782576,0.008779106,0.008560593,0.008602786,0.008413863,0.008099267,0.007680387,0.007217468,0.006403613,0.006457587,0.004955366,0.004175017,0.003516926,,,,0.011428613,0.012807612,0.014014646,0.016099117,0.017628042,0.017696099,0.017671157,0.017827742,0.017629763,0.017151963,0.017126372,0.017312788,0.018268961,0.018494293,0.018420996,0.018279201,0.018251095,0.01837485,0.018758452,0.019103081,0.01953374,0.019755416,0.019852106,0.019882993,0.019849213,0.019788958,0.019959622,0.02034855,0.0206319,0.021115299,0.021414751,0.021659141,0.022194285,0.02287165,0.023562869,0.024148657,0.024820272,0.025349568,0.025974524,0.026374011,0.026672024,0.026886812,0.027292863,0.027922832,0.02855686,0.029240747,0.029811938,0.030186282,0.030547124,0.030889583,0.031160289,0.031420263,0.031593385,0.031693713,0.031744991,0.031806241,0.031839004,0.03188837,0.031921758,0.031934547,0.032027357,0.032093296,0.032143981,0.032097348,0.032095848,0.032123112,0.032049469,0.031997202,0.031978257,0.031983589,0.032083183,0.032114133,0.032267731,0.032456833,0.032569352,0.032571273,0.032641292,0.032697005,0.032750649,0.032849998,0.032897574,0.032906559,0.032977141,0.033103174,0.033200948,0.033268721,0.03351838,0.033743343,0.034027452,0.034247903,0.03443905,0.034656939,0.034826918,0.034979872,0.03511124,0.03534558,0.035545664,0.035710366,0.035831224,0.035923716,0.03600216,0.036034765,0.036040244,0.036067916,0.036118691,0.036222708,0.036310386,0.036367654,0.036447205,0.0365033,0.03654039,0.036571399,0.036594086,0.036657891,0.036704935,0.036748567,0.036758374,0.036769265,,119,after,,,,,,,
CMCSA,,0.084751355,0.084327613,0.084000758,0.083641924,0.083269597,0.082893759,0.082456153,0.082058128,0.081699248,0.081264529,0.080855416,0.080588213,0.080176049,0.079894666,0.079772104,0.079701401,0.079546735,0.079410673,0.079414487,0.079483086,0.079317627,0.079055868,0.078708368,0.078279347,0.077970158,0.077484527,0.077105104,0.076845202,0.076614772,0.076442338,0.076242873,0.076074891,0.075833021,0.075734089,0.07552107,0.075236487,0.074828346,0.074269446,0.073816521,0.073357954,0.072939276,0.072533811,0.071890168,0.071190737,0.070497274,0.069793841,0.069175132,0.068587541,0.06792017,0.06732706,0.066714383,0.066112788,0.065496245,0.065007201,0.064419981,0.063923553,0.063517803,0.063018021,0.062711618,0.062284481,0.061844593,0.061304677,0.060772598,0.060152071,0.05961477,0.059093167,0.058712701,0.058254064,0.057872439,0.057473755,0.056976663,0.056546103,0.056018971,0.055479644,0.055031375,0.054381017,0.053716086,0.053066292,0.052399225,0.052142578,0.0519691,0.051809673,0.051347354,0.051071505,0.050819374,0.050451581,0.049918685,0.049077861,0.047889898,0.046543055,0.04583395,0.044984314,0.044039606,0.043238739,0.042056991,0.040745477,0.039342015,0.037968652,0.036250356,0.034982332,0.033425392,0.031301303,0.029733347,0.02840781,0.027503355,0.026842703,0.026291127,0.025336392,0.024231923,0.022924624,0.022683294,0.022283748,0.021659191,0.02137977,0.01992174,0.018742561,0.018273887,0.009992705,,,,0.087504464,0.117967428,0.152730463,0.146841356,0.138181029,0.133317224,0.127112278,0.122894037,0.118746597,0.114973713,0.111237966,0.108107725,0.109138977,0.109196376,0.109533584,0.116958828,0.12187574,0.125414216,0.125979803,0.124853604,0.124581625,0.125610337,0.127889502,0.130379338,0.132175178,0.133398525,0.1346515,0.13585206,0.136372544,0.13640463,0.136754041,0.137121928,0.137922793,0.139487539,0.140658721,0.141200699,0.141415617,0.141549565,0.141859425,0.14222774,0.142519292,0.142734838,0.142555398,0.142949015,0.143498051,0.143773027,0.143673213,0.143275261,0.14269142,0.141963966,0.141138413,0.140603224,0.140063369,0.139447747,0.138896352,0.138531269,0.138014504,0.137660375,0.137282175,0.13684804,0.136353718,0.13571733,0.135204248,0.134612106,0.134178289,0.133942212,0.133887642,0.133855806,0.134272041,0.134474394,0.134463948,0.134342764,0.134306842,0.13436649,0.134473941,0.134854998,0.135095999,0.135216622,0.135597707,0.136017227,0.13623072,0.136312729,0.136442065,0.136484692,0.136498301,0.13642303,0.136323379,0.136221583,0.13601581,0.13570398,0.135447491,0.135158207,0.134882033,0.134668217,0.134479623,0.134168342,0.133802231,0.133501112,0.133142501,0.132852992,0.132653873,0.132458037,0.132377994,0.13234312,0.132312848,0.132239232,0.132087273,0.13201935,0.131980514,0.131847446,0.13195574,0.131937305,0.131982454,0.13194333,0.131870558,0.131769993,0.131723214,0.131772903,,4,after,,,,,,,
CSCO,,0.050706319,0.050175847,0.049648548,0.049424023,0.049187001,0.048992029,0.048605515,0.048319425,0.04802698,0.047805475,0.047613128,0.047517158,0.047329409,0.04713858,0.046978629,0.046818784,0.046752465,0.046645796,0.046553474,0.046480002,0.046422999,0.046284587,0.046105218,0.04593654,0.045878603,0.045769789,0.045574913,0.045490939,0.045447668,0.045340876,0.045236301,0.045093184,0.045094003,0.045035139,0.045017664,0.044927285,0.044848389,0.044649748,0.044380504,0.044221239,0.044121764,0.043929883,0.043835592,0.043576043,0.04337501,0.043206887,0.043141633,0.043104973,0.043134063,0.043196811,0.043202628,0.043144281,0.043076533,0.043042393,0.042931258,0.042745074,0.042475131,0.042265406,0.04205422,0.041813127,0.041494963,0.041217268,0.040847012,0.040560134,0.040156302,0.039883756,0.039651472,0.039325687,0.039080648,0.038877521,0.03864601,0.038460621,0.038434892,0.03840572,0.038360479,0.03831112,0.038320475,0.038285773,0.038079571,0.037714718,0.037458903,0.037181073,0.036772026,0.036279845,0.035739533,0.035184056,0.034614612,0.033835776,0.033132434,0.032410265,0.031523665,0.030639882,0.029787425,0.029340913,0.028971979,0.028615036,0.028169352,0.027407864,0.026345868,0.025501194,0.024712818,0.02382031,0.023531858,0.023023709,0.022471463,0.022129595,0.022161596,0.022002463,0.021388925,0.021338555,0.020506486,0.019246699,0.017981302,0.016141071,0.014796158,0.013719663,0.011379274,0.005820605,,,,0.029486353,0.027096879,0.030454736,0.033029422,0.036111099,0.03724683,0.039025302,0.042211279,0.043674211,0.044695467,0.045658681,0.046683905,0.048498225,0.051315317,0.052370146,0.054010964,0.055573241,0.056247361,0.056418189,0.057052896,0.057020765,0.056710877,0.056722774,0.056805065,0.056674235,0.056680981,0.056629565,0.056901516,0.056670868,0.056359765,0.056038887,0.05581209,0.055683221,0.055583314,0.055549904,0.055360097,0.055276092,0.055179613,0.05506049,0.055009824,0.055014851,0.054946158,0.054808204,0.054693488,0.054755948,0.054949625,0.055340681,0.055444235,0.055565412,0.055709256,0.055814014,0.055876447,0.055910995,0.055900069,0.055888391,0.055892449,0.055837108,0.055871368,0.055908863,0.055836538,0.055796019,0.055741195,0.055807374,0.055948908,0.055875225,0.055792545,0.055708759,0.055643422,0.055561065,0.055532152,0.055462783,0.055384238,0.055312019,0.055375704,0.055492709,0.055691531,0.055936968,0.056231591,0.056662611,0.056902302,0.057202188,0.057390209,0.057468328,0.057496515,0.057548126,0.057564302,0.05757646,0.057597126,0.057567085,0.057558155,0.057523367,0.057522753,0.057558875,0.057578032,0.057610852,0.057653792,0.057644267,0.057615441,0.057544503,0.057481561,0.05740078,0.057346484,0.057282039,0.05724495,0.057183799,0.057120736,0.057051843,0.05697221,0.056890384,0.056802807,0.056723301,0.05665314,0.056585024,0.056527096,0.056461343,0.056383193,0.056290129,0.056203356,,97,after,,,,,,,
EBAY,,0.098262152,0.097804604,0.097393434,0.097063956,0.096742617,0.096423527,0.096062072,0.095649789,0.095154227,0.094613828,0.094083467,0.093577771,0.093106706,0.092613547,0.092153557,0.091619673,0.09105884,0.090554047,0.090115562,0.089665825,0.089196113,0.088810371,0.088384194,0.087843378,0.087301798,0.086717465,0.086075396,0.085421346,0.084977773,0.084651296,0.084445165,0.084148458,0.083809727,0.083553677,0.083304853,0.08301172,0.082663622,0.082361712,0.082225826,0.081838862,0.081437801,0.081023078,0.080649117,0.080245811,0.079792307,0.079212164,0.078580061,0.077550565,0.076557193,0.075466159,0.074366803,0.073411889,0.072394905,0.071641979,0.07105375,0.070545696,0.070099026,0.069935185,0.069804946,0.069652253,0.069365347,0.069085883,0.068776976,0.068515353,0.068280143,0.068101151,0.067919637,0.067632791,0.067444933,0.067136672,0.067007409,0.067052628,0.067033247,0.06674178,0.066104314,0.06555312,0.065221282,0.064609534,0.063747289,0.063215615,0.062783877,0.062447128,0.061858613,0.06133646,0.060592634,0.059969883,0.059209573,0.058622109,0.058220488,0.058125956,0.057994489,0.057365079,0.056791714,0.056113682,0.055204219,0.054533025,0.053197577,0.051519124,0.049849507,0.048598917,0.047523914,0.046186609,0.044963053,0.043132436,0.041821645,0.040227533,0.038518599,0.036558323,0.034550417,0.032946297,0.028959653,0.027180761,0.024703921,0.02432426,0.022281356,0.020255374,0.016032978,0.007997041,,,,0.070742105,0.124827399,0.171261002,0.179036695,0.172919479,0.171605409,0.172684199,0.179308312,0.185142184,0.193828938,0.202108968,0.208423668,0.213583748,0.21897521,0.220397525,0.217390128,0.21577296,0.214271534,0.21298476,0.210594817,0.210992595,0.210277601,0.210528074,0.210461403,0.211187607,0.212682433,0.214354721,0.214339564,0.214796515,0.216751612,0.216887927,0.216114206,0.215871417,0.216179401,0.216986782,0.216933432,0.217187955,0.218366313,0.219089396,0.219617967,0.2212228,0.222319061,0.223032417,0.224200708,0.224490965,0.224004583,0.223590686,0.224189747,0.224757212,0.225147863,0.226001452,0.226906239,0.227073271,0.227396272,0.227206501,0.226737205,0.227232851,0.227923289,0.228075942,0.229691686,0.231520196,0.232573669,0.234114973,0.236193369,0.239807602,0.242086121,0.243898025,0.245102933,0.245713951,0.245970087,0.246355767,0.246891321,0.247604872,0.248723889,0.249741712,0.250778245,0.251643904,0.252487094,0.253910762,0.254840567,0.255909248,0.256816082,0.257533162,0.258304132,0.258916441,0.259040272,0.25898171,0.25900828,0.259202799,0.259795713,0.260379491,0.261092982,0.261951193,0.262968974,0.264388278,0.265426823,0.266367069,0.267082856,0.267801873,0.268423527,0.268890913,0.269444473,0.26984032,0.270260129,0.270826949,0.271328318,0.272097776,0.27282552,0.273483018,0.274269803,0.274857769,0.275273606,0.275672114,0.27585072,0.275915931,0.275734438,0.275634871,0.275337349,,116,after,,,,,,,
